Time(ps),RoQ(intensity_data)
222333841.807611,10.980315448090346
223670424.16513273,10.728507130683228
225006955.99297523,10.971202339011503
226343544.2685618,10.738897595249185
227680070.38760984,10.960357737388385
229016664.14155614,10.750826934959479
230353185.03298923,10.947979460544373
231689783.7444252,10.764006723347576
233026299.966873,10.934164608702178
234362903.04148045,10.778273913070027
235699415.22274622,10.919104144225612
237036022.00156417,10.79344774930572
238372530.8293237,10.902868471598737
239709140.59851116,10.80976746320573
241045646.81012425,10.885794210560128
242382258.81153613,10.82693164654876
243718763.18312237,10.868154315053271
245055376.62554199,10.844616495016934
246391879.9604819,10.850678443284929
247728494.03134316,10.862080258340852
249064997.14837593,10.833056230920745
250401611.02580205,10.879722471789663
251738114.74689516,10.81558013732813
253074727.6118752,10.897026919290713
254411232.75004667,10.799024955817004
255747843.79856962,10.913603125781483
257084351.14584264,10.783430217256031
258420959.60080943,10.929068126048714
259757469.9164781,10.768891342974523
261094075.03921458,10.943344216114076
262430589.03859454,10.75523955302559
263767190.1397955,10.956236230915923
265103708.48362604,10.742915672231335
266440304.93356764,10.967620348181246
267776828.2182226,10.731904672045587
269113419.45609194,10.977363319650332
270449948.204744,10.722733639568334
271786533.7469482,10.985248806084245
273123068.40181774,10.715610235911152
274459647.8491483,10.99102431716295
275796188.7649519,10.71058184695161
277132761.8084994,10.994668171501063
278469309.2471942,10.707693318743173
279805875.6729249,10.996320894903388
281142429.79982764,10.706989187032866
282478989.4917546,10.995958900206183
283815550.3730924,10.708480313732094
285152103.3149938,10.99358735279328
286488670.91692317,10.71214369932724
287825217.1925826,10.989240105213877
289161791.3816904,10.717922879925155
290498331.1736557,10.982640084277381
291834911.7189361,10.72580396605805
293171445.30581474,10.97407354198344
294508031.8820916,10.735653058337016
295844559.6344229,10.963702743851975
297181151.82716733,10.747225060671122
298517674.2019329,10.951777053691705
299854271.5134049,10.759985576800418
301190789.04725784,10.938371923699666
302527390.9038806,10.77399925421941
303863904.20519507,10.923649528887147
305200509.96605265,10.788887920018464
306537019.7059102,10.907749501220534
307873628.6722433,10.804892884817725
309210135.5744905,10.89089391100065
310546747.0000488,10.821769457705553
311883251.8305731,10.873384325290923
313219864.9326715,10.839425070830808
314556368.48805404,10.855819423491882
315892982.45916843,10.856949081591756
317229485.55488235,10.838275212753237
318566099.57461387,10.87453046254712
319902603.0329425,10.820639073908017
321239216.2801718,10.892006375562154
322575720.9180262,10.803828544993618
323912332.5830791,10.908813055041065
325248839.1998949,10.787895407781598
326585448.496538,10.92463672602001
327921957.86243147,10.773072070269318
329258564.0395208,10.93928228966442
330595076.883879,10.75911694531045
331931679.23648846,10.952595104595723
333268196.23716307,10.746450895886557
334604794.1170284,10.96441990641422
335941315.8902928,10.73496021378519
337277908.7154162,10.974683948656592
338614435.80683523,10.72523193991977
339951023.0701075,10.983128862456448
341287555.94645447,10.717486579216041
342624137.2231686,10.989580038010347
343960676.2655098,10.711841923008713
345297251.219653,10.993801053981997
346633796.717702,10.708317710887576
347970365.10693395,10.996043318436174
349306917.2547593,10.706968265219235
350643478.9340027,10.996274825547102
351980037.8271527,10.70781440073264
353316592.7507425,10.994492271904678
354653158.38482964,10.710843065155188
355989706.6071896,10.990721098327343
357326278.8779556,10.716007564618577
358662820.5527921,10.984797223026192
359999399.2576524,10.72326836173357
361335934.635677,10.976787866322997
362672519.47672236,10.732562993614918
364009048.9019376,10.966929260169046
365345639.4903476,10.74368750384958
366682163.3949503,10.955446891352462
368018759.2567541,10.756081703277214
369355278.154732,10.942461520652714
370691878.73783034,10.769818777916784
372028393.21734726,10.928102093762417
373364997.8996923,10.784405024500346
374701508.6143741,10.912556637541696
376038116.7131852,10.80007580906289
377374624.3724359,10.89592794504455
378711235.15431565,10.816671163626964
380047740.5128072,10.878583914277824
381384353.20460695,10.834202129419959
382720857.0510984,10.860953090932894
384057470.85137296,10.851809144250488
385393973.9970244,10.843486770687518
386730588.0879058,10.869306570409098
388067091.35426086,10.825793766261118
389403704.9135757,10.886919734467062
390740209.1203896,10.808691020467942
392076821.33383995,10.903947747336437
393413327.2869344,10.792438827735543
394749937.36016214,10.920111264094155
396086445.8394868,10.777326006974008
397423053.00984234,10.935099002002772
398759564.7579193,10.76311275435771
400096168.30576074,10.948825201247935
401432684.0166837,10.750023685369287
402769283.27603877,10.961105267499633
404105803.58518964,10.738171147221133
405442397.95362246,10.971846941577446
406778923.42825764,10.727898561837495
408115512.37579423,10.980840816256816
409452043.5066406,10.719539149727193
410788626.5836205,10.987927464902967
412125163.77760494,10.713285757616738
413461740.6213434,10.992762471012064
414798284.1955639,10.709130569854109
416134854.53572524,10.995591503451692
417471404.7127531,10.707137614304576
418807968.3753558,10.996416226155267
420144525.2799377,10.707337627350984
421481082.18993205,10.99522487053961
422817645.8471424,10.70972752350872
424154196.0295225,10.99203443778195
425490766.36439145,10.714270448719054
426827309.9438248,10.986784194283914
428163886.7824493,10.720903693087976
429500423.98142993,10.979341944784569
430837007.05355,10.729631503440155
432173538.1891019,10.970013902929685
433510127.1321047,10.740234134164533
434846652.611085,10.958984392588698
436183246.97537744,10.752300245252613
437519767.28844863,10.946429838449065
438856366.5441179,10.765642483135158
440192882.25847846,10.932456239191586
441529485.8031434,10.780004917731764
442865997.5541241,10.917266163967916
444202604.7218594,10.7953225015196
445539113.203511,10.900901970134077
446875723.2747137,10.811726780215498
448212229.2295238,10.883746454782806
449548841.4415743,10.828999818991242
450885345.6494671,10.866072869677286
452221959.2080279,10.846667037566348
453558462.4748093,10.848626912689577
454895076.56559366,10.864123396671316
456231579.7110125,10.830979945506588
457568193.5118485,10.881783415592654
458904697.3574517,10.813606064261297
460241310.05046314,10.899013352555317
461577815.40742403,10.7971264240236
462914426.1911477,10.915491746000676
464250933.84824806,10.781671993093076
465587541.94950795,10.930808509114359
466924052.66145164,10.767221721143903
468260657.34681404,10.944931230424631
469597171.82304555,10.753726881612407
470933772.4096852,10.957651880054987
472270291.303879,10.741533212488452
473606887.1696956,10.968855819911063
474943411.0700717,10.730729957570489
476280001.66290647,10.978387500896709
477616531.08351517,10.721784678530263
478953115.9293317,10.986047042456676
480289651.30243814,10.714911423202159
481626230.01234543,10.991553707601234
482962771.68202484,10.710130809263156
484299343.9580388,10.994966008586527
485635892.17507935,10.707497007847822
486972457.8145377,10.996382927223902
488309012.7327244,10.707050630998596
489645571.6312893,10.995784242658914
490982133.30512613,10.70879856464041
492318685.4583297,10.993178497785392
493655253.8422317,10.712713849649651
494991799.34554267,10.98859854000024
496328374.2945114,10.718736147161954
497664913.3419204,10.981732611167612
499001494.61369216,10.726862482958612
500338027.49483764,10.972946707839128
501674614.75347304,10.736929161433947
503011141.8493502,10.962385145965264
504347734.6702107,10.74864618933158
505684256.4475269,10.95027708368146
507020854.3235667,10.761576019678003
508357371.3278265,10.93670649585502
509693973.67710435,10.775693353708443
511030486.5245282,10.92184698806512
512367092.6988292,10.790698141323261
513703602.0672233,10.905810762265153
515040211.36166275,10.806831024993915
516376717.9803771,10.888865376161275
517713329.6438436,10.823824853181543
519049834.2829664,10.871301121350964
520386447.52925,10.841512985377195
521722950.98819804,10.85376897080822
523059565.0076387,10.858997549884263
524396068.10331386,10.836190912854962
525732682.0747965,10.87660597495969
527069185.62948275,10.818592917953561
528405798.7326029,10.89401611628189
529742303.5617837,10.801904772771328
531078914.9890022,10.910733383930248
532415421.8892786,10.786104341098415
533752030.85788584,10.926416196440606
535088540.5951744,10.771401923611704
536425146.3588863,10.940918061731098
537761659.6570717,10.757555598032026
539098261.5170866,10.954063405961824
540434779.0472965,10.74504195335435
541771376.3626484,10.965714299378641
543107898.7333112,10.733722363074621
544444490.9303656,10.975771956392908
545781018.6781952,10.724214887333893
547117605.2591484,10.983994906234107
548454138.841193,10.716716750384183
549790719.3914467,10.990176259771815
551127259.1783173,10.711317092646333
552463833.3726218,10.994167607332056
553800379.6430013,10.708045965330562
555136947.2502737,10.996174969918275
556473500.1867883,10.706953795410392
557810061.0735363,10.99616969658112
559146620.7600493,10.708057429906702
560483174.8923492,10.99415186256637
561819741.3127191,10.711339844981927
563156288.756718,10.990150268362534
564492861.7950372,10.716750439897272
565829402.7159735,10.983956903824362
567165982.1582855,10.724259614403865
568502516.8180404,10.975724032731645
569839102.3555102,10.733776967788268
571175631.1087276,10.965657140568881
572512222.3422171,10.745105599203084
573848745.6310498,10.953998447103709
575185342.0770308,10.757624735811229
576521860.4245894,10.94084570342059
577858461.5223079,10.771475977517856
579194975.5249113,10.92633726123122
580531580.6446948,10.786183846217803
581868090.9630344,10.91064811144876
583204699.4156215,10.801990253835626
584541206.7649735,10.893926789544688
585877817.8117254,10.818683919960396
587214322.951353,10.876513644153214
588550935.8151968,10.836283690870381
589887439.5371014,10.858906345277427
591224053.414043,10.853860318237068
592560556.5312309,10.841419947196684
593897170.6022664,10.871394005746652
595233673.9367027,10.823733186163446
596570287.3799528,10.888955901202362
597906791.7503842,10.80674450980352
599243403.7532705,10.90589735979618
600579909.9630945,10.790617257561289
601916519.7343785,10.921927583749135
603253028.5597411,10.775617575812506
604589635.3412467,10.936781047462771
605926147.5195435,10.761504787762549
607262750.5973897,10.95034432186824
608599266.8163404,10.748582441297273
609935865.5315183,10.962444312060265
611272386.4189779,10.736871803532294
612608980.1771139,10.972997426005637
613945506.2917709,10.726814771525113
615282094.5719329,10.981773595426898
616618626.3950319,10.718699331202183
617955208.757447,10.988629204544026
619291746.6856588,10.712687835444271
620628322.778229,10.993197287186218
621964867.1177735,10.708783752877114
623301436.6812919,10.995792611330621
624637987.6434019,10.70704725006962
625974550.5153935,10.996380755740779
627311108.213184,10.707505109911565
628647664.3303125,10.994953327931944
629984228.777106,10.710150269343103
631320778.1761123,10.991530698775577
632657349.285241,10.714941941344907
633993892.1023986,10.986012068931652
635330469.6884884,10.721826361691315
636667006.1575849,10.978342431187135
638003589.9393015,10.73078173659579
639340120.3881745,10.968801298807316
640676709.9923923,10.741594293489193
642013234.8380725,10.95758928160235
643349829.8054018,10.75379383417054
644686349.5479345,10.944860945183867
646022949.3395283,10.76729572477559
647359464.5545647,10.930731333637002
648696068.5601017,10.781750015715952
650032579.8903705,10.915407906228626
651369187.4370974,10.7972107597598
652705695.5828823,10.898925085438192
654042305.9455812,10.813693837298796
655378811.6543459,10.881691756038668
656715424.0660783,10.831072343779692
658051928.1213924,10.864032451696074
659388541.7848626,10.848718285781903
660725044.9947923,10.846575686978342
662061659.0941594,10.866163678584535
663398162.2792959,10.828907605516214
664734775.9922606,10.883837813934262
666071279.9735625,10.811639343294576
667407892.4835504,10.900989783237138
668744398.0701807,10.795238653440506
670081008.5784403,10.917348318657076
671417516.5557777,10.779927515122258
672754124.2932142,10.93253268545361
674090635.4112183,10.765569250823054
675427239.6497881,10.946499271958098
676763754.6118875,10.752234189274162
678100354.6753849,10.959046027420117
679436874.1280555,10.740174099162974
680773469.4021308,10.970067352641392
682109993.9253182,10.7295808711149
683446583.8665799,10.979385860137192
684783113.9651074,10.720863239997394
686119698.1091722,10.986817947170547
687456234.2052612,10.714241207372488
688792812.173635,10.992056248569721
690129354.6006494,10.709709384353697
691465926.1063342,10.995236324198533
692802475.1038415,10.707330870013767
694139039.9555883,10.996417159210651
695475595.6658108,10.70714234302382
696812153.7709517,10.995581902590546
698148716.2366587,10.709146711680607
699485267.6024811,10.99274247325156
700821836.7663556,10.713313063673551
702158381.4999938,10.987895563525074
703494957.2054818,10.719577199499701
704831495.5123293,10.980798656365732
706168077.5059588,10.727947446367693
707504609.6866261,10.971795125936453
708841197.6217628,10.738229582453442
710177724.067623,10.961045107507209
711514317.5096058,10.750088364405373
712850838.6969966,10.948757077019456
714187437.1295773,10.763184795700942
715523953.6127435,10.935023683185987
716860556.4457353,10.7774024450565
718197068.8486176,10.920030034170132
719533675.4266392,10.792520232140483
720870184.4336299,10.903860651638103
722206794.0458152,10.808777916913808
723543300.3916187,10.8868288628073
724879912.2821488,10.825885665531926
726216416.7408965,10.869213498196835
727553030.1201975,10.843578052085226
728889533.4939786,10.851717772522274
730226147.5504196,10.86104420594166
731562650.6573979,10.834109488577901
732899264.5693154,10.878675991345785
734235768.2316073,10.816582918413841
735572381.1794797,10.896016862556161
736908886.2109743,10.799990771658981
738245497.3895625,10.912641351255026
739582004.5838636,10.784326098459696
740918613.2141412,10.928180338711087
742255123.3328094,10.769743641470166
743591728.6735052,10.942533062644152
744928242.4347745,10.756013426509744
746264843.793354,10.955510918096135
747601361.8614917,10.74362487131333
748937958.6044179,10.966985375022452
750274481.5798821,10.73250950770274
751611073.1420014,10.976834658347723
752947601.5525459,10.723224842094268
754284187.4454614,10.984834022511876
755620721.7383157,10.715975135150419
756957301.5576229,10.99074590350718
758293842.092867,10.710821622844449
759630415.5241455,10.994506796386952
760966962.5693748,10.707804276021873
762303529.3928463,10.996278861987522
763640083.119207,10.706969614271237
764976643.2129918,10.996036809239977
766313203.6926453,10.708330512889729
767649757.034568,10.993784092032854
768986324.2396218,10.71186598053257
770322870.9075391,10.989552865494533
771659444.7104602,10.717521521623448
772995984.8811088,10.983089664609151
774332565.0566128,10.725277864942425
775669099.0029896,10.974634902820785
777005685.2313789,10.735015925760258
778342213.318697,10.964361714964223
779678805.1905968,10.746513216009113
781015327.8708748,10.952529226528064
782351924.8932987,10.75918692960325
783688442.6986635,10.939208921994442
785025044.3023169,10.773146823718216
786361557.8371198,10.924557116348629
787698163.3848349,10.787975475449157
789034673.3166983,10.908727240927577
790371282.1128734,10.803914452018164
791707789.1627994,10.891916657632619
793044400.4637053,10.820730355389816
794380905.3953931,10.874437896730576
795717518.4201914,10.838368108908854
797054022.0287235,10.85685780597945
798390635.9710355,10.855910727973212
799727139.0710975,10.839332122091049
801063753.1109508,10.873477003002245
802400256.5247618,10.821678041810546
803736869.8407391,10.890984071123116
805073374.3858695,10.804806768772911
806409986.1672782,10.907835583158787
807746492.6445374,10.788807573695456
809083102.10342,10.923729474180345
810419611.284992,10.773924152311965
811756217.6678009,10.93844569321912
813092730.2858036,10.759915169233432
814429332.8845649,10.951843392465593
815765849.6202035,10.747162257040312
817102447.783006,10.963760904322148
818438969.2564806,10.735596789877123
819775562.3971345,10.97412315265422
821112089.1584514,10.725757437824196
822448676.7651731,10.982679884826098
823785209.2859963,10.717887305587922
825121790.9289901,10.989267874073942
826458329.5956532,10.712118982501128
827794904.9334798,10.993604930134063
829131450.041262,10.708466835182882
830468018.8258966,10.995966035041494
831804570.5746489,10.706987154613726
833141132.6551559,10.996317485419816
834477691.1463388,10.707702763809259
835814246.4711084,10.994654266346956
837150811.7062899,10.710602623818337
838487360.323802,10.991000114832769
839823932.2046338,10.715642024369277
841160474.2627405,10.98521261880684
842497052.5924151,10.72277654396081
843833588.3361495,10.977317104476034
845170172.8223163,10.731957586818801
846506702.5902628,10.967564766470197
847843292.849359,10.742977786350979
849179817.0686367,10.956172681265935
850516412.6315705,10.755307388108374
851852931.8115048,10.943273093139293
853189532.130605,10.768966102449392
854526046.8551826,10.928990236784049
855862651.3123125,10.783508843649814
857199162.2315285,10.913518701653466
858535770.1472442,10.79910976172402
859872277.9674723,10.89693821595447
861208888.611089,10.815668228366638
862545394.0846162,10.879630530398986
863882006.6850337,10.833148795009242
865218510.5989147,10.861989195811088
866555124.3560417,10.85076982020165
867891627.5204383,10.844525185619174
869228241.617046,10.868247475200869
870564744.8532239,10.826839636827424
871901358.4670544,10.885885250814503
873237862.5952159,10.80968038045747
874574474.9111632,10.902955812993895
875910980.7382956,10.793366087573824
877247590.9604831,10.91918568926213
878584099.2684021,10.778197146595158
879920706.6319733,10.934240310473793
881257218.1657404,10.76393427767726
882593821.9481909,10.948048028499477
883930337.405075,10.750761789433353
885266936.9369565,10.960418396370587
886603456.9561031,10.738838618911373
887940051.6309423,10.97125470676183
889276576.7839044,10.728457655771084
890613166.0671877,10.980358200423884
891949696.8494581,10.719975169022977
893286280.2865506,10.987561368457545
894622817.1102204,10.71359973076271
895959394.3331021,10.992531841061385
897295937.5207559,10.709317661843809
898632508.253474,10.995479065128714
899969058.03341,10.70719494059715
901305622.096167,10.996423584127845
902642178.5990151,10.707264303589334
903978735.9108328,10.995351919823058
905315299.1676195,10.709524680795518
906651849.7475387,10.992279365067484
907988419.6892264,10.713941214081338
909324963.6560249,10.987164891525131
910661540.114536,10.7204468136428
911998077.6849686,10.97983840399622
913334660.3956746,10.729058626579809
914671191.8812622,10.970619023849995
916007780.486905,10.73955404686446
917344306.2893186,10.959682894139297
918680900.345303,10.751551282768956
920017420.9504135,10.9472173360441
921354019.9313946,10.764811567964252
922690535.9020734,10.933323821634485
924027139.2097396,10.779126171956463
925363651.1775203,10.918199031401361
926700258.1494577,10.794370097194246
928036766.8051788,10.90189956185706
929373376.7246852,10.810733158101907
930709882.8082554,10.88478478274705
932046494.9149587,10.827951470649165
933382999.2043948,10.867121880018768
934719612.7055182,10.845628077012446
936056116.0054177,10.84966624750048
937392730.0875256,10.863088632664168
938729233.2171466,10.83203136704945
940065847.0581956,10.880740091946716
941402350.8393193,10.814605275999531
942738963.6208372,10.898008210590683
944075468.8655922,10.79808693808975
945412079.7848047,10.914536573699339
946748587.2836353,10.782561049690521
948085195.5653589,10.929928799830941
949421706.0753134,10.768065463355885
950758310.983441,10.94412956854009
952094825.2169567,10.754490754208918
953431426.0653625,10.956937353491268
954767944.6797099,10.742230694743613
956104540.8424152,10.968232881747472
957441064.4299604,10.731321904037669
958777655.350408,10.977871844733855
960114184.429836,10.722262014029242
961450769.6291357,10.985646046002683
962787304.6377665,10.715261890940145
964123883.7217902,10.991288856948646
965460425.0090989,10.710355618935742
966796997.6743199,10.994818554367667
968133545.4967597,10.707592694388469
969470111.5347492,10.996354974200212
970806666.0519513,10.707015718434892
972143225.3524671,10.99587618967389
973479786.6248764,10.708633591579206
974816339.1774955,10.993389032717435
976152907.1654742,10.712421359972083
977489453.0597478,10.988929007481376
978826027.6241635,10.718320646153385
980162567.0482898,10.982195676248281
981499147.9525762,10.726322897607185
982835681.1906123,10.973520691659994
984172268.1042744,10.736279605740062
985508795.5319282,10.963055488587514
986845388.0354384,10.747923567818788
988181910.1145015,10.951039521565262
989518507.7055157,10.760767957137734
990855024.9770225,10.93755242870791
992191627.0778224,10.774833192988524
993528140.1540335,10.922762015497028
994864746.1200856,10.789779539779568
996201255.6754178,10.906794412097504
997537864.8049225,10.805848005288079
998874371.5659562,10.889894095557677
1000210983.1102458,10.822782844986053
1001547487.8449607,10.872357093181542
1002884101.019591,10.840454956051536
1004220604.5259876,10.854807890769058
1005557218.52236,10.857959955001276
1006893721.6166371,10.837246528468006
1008230335.6139784,10.875555139179424
1009566839.1184407,10.819628756396147
1010903452.2959634,10.892999039962845
1012239957.0268385,10.802878198186397
1013576568.575901,10.909762027516
1014913075.3312464,10.787010152029005
1016249684.4673338,10.92551657439423
1017586194.0152134,10.772246089688952
1018922799.9895605,10.94009260711465
1020259313.056665,10.75834423181973
1021595915.1673493,10.953322114993497
1022932432.4282303,10.745763431225527
1024269030.0305722,10.965061432090177
1025605552.097648,10.734346375525176
1026942144.6137608,10.975223899129611
1028278672.0282433,10.724726784661396
1029615258.9555964,10.983559505830367
1030951792.1794724,10.717103245161002
1032288373.0983356,10.989877516273994
1033624912.5075226,10.711579319674874
1034961487.0871847,10.993985319579227
1036298032.9659613,10.708179884192171
1037634600.9696301,10.996111740455087
1038971153.5064242,10.706957340727389
1040307714.7947348,10.99622642764218
1041644274.0793319,10.707930546983192
1042980828.6124111,10.99432774465602
1044317394.6346241,10.711084490748808
1045653942.4726814,10.990442790500571
1046990515.1225016,10.716370549138569
1048327056.424937,10.984386001332329
1049663635.4941641,10.723754038435732
1051000170.5172067,10.976266166976798
1052336755.702533,10.733158805440372
1053673284.7954443,10.966304550557581
1055009875.7029488,10.744384321069349
1056346399.3028489,10.954734872787366
1057682995.4538332,10.756840589403692
1059019514.0792242,10.941666598616429
1060356114.9173046,10.770635528868977
1061692629.1603891,10.92723329677869
1063029234.0597401,10.785281035481256
1064365744.5776466,10.911616576002723
1065702352.8522724,10.801019113779727
1067038860.3573203,10.894941762356227
1068375471.2712188,10.81764959973406
1069711976.5203646,10.877563195492836
1071048589.2984312,10.835228746213723
1072385093.082054,10.859943518085771
1073721706.9215654,10.852821221543085
1075058210.0517569,10.842475828169828
1076394824.1342638,10.870336997158287
1077731327.4327965,10.824776464663904
1079067940.9362495,10.887925311876627
1080404445.2224019,10.807729580398847
1081741057.3333309,10.904911045793483
1083077563.4117491,10.791538639742136
1084414173.3373146,10.92100918029952
1085750681.9860919,10.776481248000668
1087087288.9658322,10.935931043049631
1088423800.92498,10.762317143869586
1089760404.242077,10.949577191804163
1091096920.2025619,10.74930999138067
1092433519.1944623,10.961768714689248
1093770039.7879684,10.737527053512666
1095106633.856199,10.972417647520052
1096443159.64577,10.727360549234547
1097779748.2648041,10.981304329992703
1099116279.7365012,10.719121337667877
1100452862.4615455,10.988277159989892
1101789400.0172455,10.71298712963508
1103125976.490829,10.992980391390736
1104462520.442271,10.708955725047149
1105799090.3995423,10.995694183599731
1107135640.9637086,10.707089248526659
1108472204.2363591,10.996402200711247
1109808761.532261,10.707416486738916
1111145318.051018,10.9950943396213
1112481882.097932,10.709932391592613
1113818431.8935864,10.991789264454047
1115155002.610769,10.714598167430427
1116491545.8137176,10.98640666780551
1117828123.0216017,10.721355468226339
1119164659.8599164,10.978852043416339
1120501243.282771,10.730195788412034
1121837774.0788193,10.96941863407308
1123174363.3488357,10.740902275163817
1124510888.5145047,10.95829877601799
1125847483.1772444,10.753034637064651
1127184003.2078383,10.94565816714625
1128520602.7289672,10.766455995949073
1129857118.1958694,10.931607250702118
1131193721.9690733,10.780864175222842
1132530233.5112813,10.91635434695671
1133866840.8672488,10.796252762862233
1135203349.181906,10.899927887860892
1136539959.3982456,10.812696344576379
1137876465.230314,10.882733549550508
1139213077.5422554,10.830021843641815
1140549581.6734776,10.865066549174514
1141886195.285204,10.847679020154814
1143222698.5225217,10.847614814913536
1144559312.618958,10.865130413641467
1145895815.782557,10.829956974965206
1147232429.5414479,10.882797858441306
1148568933.4526052,10.81263477948321
1149905546.056696,10.899989758707834
1151242051.525614,10.796193666600924
1152578662.1747587,10.916412290200725
1153915169.9885604,10.780809562053994
1155251777.911577,10.931661230104858
1156588288.8226447,10.766404260318422
1157924893.2887402,10.945707261330387
1159261408.0035682,10.752987900642648
1160598008.333166,10.958342428936534
1161934527.5018938,10.740859717524971
